postcode,Average download speed (Mbit/s),District,County,TownCity
S352BB,26.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S352BD,33.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352BT,17,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EE,26.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EF,35.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EG,35.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EN,26.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EP,21.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EQ,31.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ER,23,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ET,37.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EU,25.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EW,30.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S352EX,42.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352PU,14.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352PY,1.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S352QJ,32.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S352QL,32.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352QN,32.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352QP,40.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S352QX,14,SHEFFIELD,South Yorkshire,SHEFFIELD
S352QY,12.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S352RB,32.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S352RD,21.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S352RE,36.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352RG,35.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352SU,18.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S352TA,40.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S352TB,45.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S352TD,46.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S352TN,23.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352TP,18.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352TQ,16.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UD,31.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UE,33,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UF,23.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UG,19.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UH,15.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UJ,15.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UR,35.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S352US,36.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UT,34.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352UZ,16.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352WA,25.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352WB,15.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352WE,15.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352WQ,26.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S352WW,17.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XD,11.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XE,28.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XF,36,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XG,29.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XH,23.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XP,22.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XQ,24.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XR,25.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XS,31.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XU,31.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XY,16.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352XZ,19.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YA,16.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YB,14.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YD,19.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YE,15.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YF,43.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YG,14,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YH,24.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YJ,18.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YL,45.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YN,34.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YQ,29.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YR,21.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YU,43,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YW,38,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YX,14.2,ROTHERHAM,South Yorkshire,SHEFFIELD
S352YY,28.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S352YZ,24.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ZJ,31.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ZN,38.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ZP,37.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ZQ,15,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ZT,26.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ZU,29.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ZW,23.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S352ZY,28.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353AN,15.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S353AP,17.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S353FF,15.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S353FG,11.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353FH,15.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S353GR,19.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S353GS,28.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S353GT,27.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S353GU,17.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S353GW,22.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S353GY,26.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S353GZ,28,SHEFFIELD,South Yorkshire,SHEFFIELD
S353HB,29.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S353HG,31.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S353HP,19.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353HQ,34.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353HR,28.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S353HS,28.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353HT,24.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S353HU,23.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353JG,17.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353JH,25,SHEFFIELD,South Yorkshire,SHEFFIELD
S353LL,32.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S353LN,18,SHEFFIELD,South Yorkshire,SHEFFIELD
S353LP,25.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S353LQ,18.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S353PA,15.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S353PB,16.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S353PD,16.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S353PE,13.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353UH,17.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S353UQ,44.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S353XS,20.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S353XT,20.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S353XU,19.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S353XW,19.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S353XX,16.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S353XZ,19.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DA,35.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DB,31.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DE,33.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DQ,28.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DR,19.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DS,22,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DT,32.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DU,33.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DW,35.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S354DX,21.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S354EY,10.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354EZ,9,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FB,11.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FJ,11.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FL,13.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FN,14.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FP,14.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FQ,11.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FR,13.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FT,14.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FU,13.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FW,14.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354FY,12.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GB,30.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GD,27.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GE,14.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GH,30.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GJ,24.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GN,15.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GQ,34.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GR,31.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354GX,19.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354HA,9.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354HD,9.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S354HE,38.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354HF,18.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S354HJ,20.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S354HL,21.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354HU,8.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354HW,31.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JE,16.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JF,14.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JG,15.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JL,20.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JN,18.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JP,26.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JQ,10.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JR,14,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JS,13.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JT,9.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JU,14.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JW,9.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JX,14.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S354JZ,34.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LA,25.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LB,47.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LD,9.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LE,17.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LF,31.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LH,17.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LJ,9,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LL,36.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LQ,40.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LS,14.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LT,15.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LU,19.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LW,15.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LX,14.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354LY,29.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NA,14.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NH,10.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NL,13.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NN,9,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NP,11.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NQ,19.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NS,14.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NT,16.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NU,14.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NW,23.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NX,17.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NY,31.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S354NZ,20.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S354PJ,14.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S354PL,12.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354PN,11.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S354QA,8.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S354QB,7.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S357AA,26.2,BARNSLEY,South Yorkshire,SHEFFIELD
S357AD,14.3,BARNSLEY,South Yorkshire,SHEFFIELD
S357AE,7.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357AF,6.4,BARNSLEY,South Yorkshire,SHEFFIELD
S357AG,14,BARNSLEY,South Yorkshire,SHEFFIELD
S357AJ,24.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357AL,35.3,BARNSLEY,South Yorkshire,SHEFFIELD
S357AN,33.1,BARNSLEY,South Yorkshire,SHEFFIELD
S357AP,31.4,BARNSLEY,South Yorkshire,SHEFFIELD
S357AQ,16.5,BARNSLEY,South Yorkshire,SHEFFIELD
S357AS,36.9,BARNSLEY,South Yorkshire,SHEFFIELD
S357AT,30.1,BARNSLEY,South Yorkshire,SHEFFIELD
S357AX,7,BARNSLEY,South Yorkshire,SHEFFIELD
S357BB,12.1,BARNSLEY,South Yorkshire,SHEFFIELD
S357BD,27.2,BARNSLEY,South Yorkshire,SHEFFIELD
S357BE,30.1,BARNSLEY,South Yorkshire,SHEFFIELD
S357BF,18.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357BG,28.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357BP,26.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357BQ,17.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357BS,33.3,BARNSLEY,South Yorkshire,SHEFFIELD
S357BT,1.3,BARNSLEY,South Yorkshire,SHEFFIELD
S357BX,5.4,BARNSLEY,South Yorkshire,SHEFFIELD
S357BY,1.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357BZ,49.7,BARNSLEY,South Yorkshire,SHEFFIELD
S357DA,3.7,BARNSLEY,South Yorkshire,SHEFFIELD
S357DB,5.4,BARNSLEY,South Yorkshire,SHEFFIELD
S357DD,4.4,BARNSLEY,South Yorkshire,SHEFFIELD
S357DF,8.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357DG,5.2,BARNSLEY,South Yorkshire,SHEFFIELD
S357DN,6.3,BARNSLEY,South Yorkshire,SHEFFIELD
S357DP,19.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357DQ,14.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357DS,3.8,BARNSLEY,South Yorkshire,SHEFFIELD
S357DT,4.4,BARNSLEY,South Yorkshire,SHEFFIELD
S357DW,11.5,BARNSLEY,South Yorkshire,SHEFFIELD
S357DY,16.4,BARNSLEY,South Yorkshire,SHEFFIELD
S357EA,23.9,BARNSLEY,South Yorkshire,SHEFFIELD
S357EB,41.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357ED,43,BARNSLEY,South Yorkshire,SHEFFIELD
S357EE,42.2,BARNSLEY,South Yorkshire,SHEFFIELD
S357EG,8.8,BARNSLEY,South Yorkshire,SHEFFIELD
S357EL,9.9,BARNSLEY,South Yorkshire,SHEFFIELD
S357ET,34.6,BARNSLEY,South Yorkshire,SHEFFIELD
S357EX,3.1,BARNSLEY,South Yorkshire,SHEFFIELD
S357HG,6.7,BARNSLEY,South Yorkshire,SHEFFIELD
S358LH,23.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S358LY,24.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NB,21.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S358ND,21.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NE,24.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NG,17.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NJ,22.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NL,30.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NN,24,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NP,17.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NR,7.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NS,15.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NT,15.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NU,19.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NW,22.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NX,28,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NY,24.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S358NZ,21.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PA,42.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PB,27.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PD,24.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PE,25.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PF,16.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PJ,25.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PL,27.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PN,34.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PP,24.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PQ,28,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PR,30.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PS,28.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PU,18.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PW,14.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S358PX,14.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QA,37.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QB,20.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QG,19.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QH,26,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QL,13.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QN,24.4,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QP,19.7,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QQ,27.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QR,18.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QU,22,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QW,23.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QX,24.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QY,25.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S358QZ,18,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RA,17.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RB,17.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RD,23.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RE,18.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RF,21.2,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RG,26.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RH,10.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RN,35.6,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RP,7.1,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RR,12.9,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RW,25.3,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RX,15.8,SHEFFIELD,South Yorkshire,SHEFFIELD
S358RY,19.8,SHEFFIELD,South Yorkshire,SHEFFIELD
