postcode,SFBB availability (% premises),UFBB availability (% premises),FTTP availability (% premises),District,County,TownCity
S66BY,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DA,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DB,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DD,72.7,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DE,45.7,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DF,55.8,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DG,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DH,40,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DL,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DN,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DP,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DQ,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DR,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DS,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DT,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DU,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DW,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DX,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DY,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66DZ,91.3,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EA,57.9,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66ED,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EE,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EG,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EH,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EN,16.7,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EP,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EQ,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66ER,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66ES,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66ET,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EW,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EX,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EY,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66EZ,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FB,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FD,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FE,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FF,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FG,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FH,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FL,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FN,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FP,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FR,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FS,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FT,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FW,97.6,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FX,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66FZ,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66GA,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66GE,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66GJ,5.3,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66GL,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66GR,6.7,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66GW,56.5,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66GY,72.5,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66HD,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66HE,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66HF,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66HG,50,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66HW,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66HY,27.3,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66LB,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66LE,29.2,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66LG,89.2,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66LJ,11.4,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66NA,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66NB,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66QB,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66QD,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RA,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RB,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RD,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RE,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RF,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RG,36.4,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RH,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RN,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RP,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RR,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RS,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RT,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RU,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RW,85.7,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RY,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66RZ,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SA,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SE,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SF,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SG,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SH,50,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SJ,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SP,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SR,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66ST,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SY,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66SZ,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66TA,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66TB,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66TD,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66TE,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66TF,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S66TG,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S701AL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701AP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701AW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701AX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701BA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701BB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701BL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701BN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701BP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701BW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701DL,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S701HA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701HB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701HD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701HE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701HH,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S701HS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701HU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701HY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JF,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JS,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S701JW,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S701LQ,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S701LS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701LT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701LU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701LW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701LY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701LZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701ND,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NN,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701NW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PF,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701PY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701QZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701RB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701RJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701RR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701RS,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S701RZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701SH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701SJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701SL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701SN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701SS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701SW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701TH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701TL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701TP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701TS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701TT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701TU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701TX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UF,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701UZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701XX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701YA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701YD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701YE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701YJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701YL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701YN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S701YQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BD,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702BZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702DA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702DB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702ED,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702EG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702EP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702HG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702JB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702JJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702JL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702LB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702LD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702LF,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702LG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702LN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702LT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702LZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702NN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702NU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702PA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702PH,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S702PX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702RA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702RL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702RP,0,100,100,BARNSLEY,South Yorkshire,BARNSLEY
S702RQ,0,100,100,BARNSLEY,South Yorkshire,BARNSLEY
S702SB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S702SH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703AZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703BD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703BH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703BJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703BL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703BQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703BW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703BY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703DZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EL,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703ER,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703ES,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703ET,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703EY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703FB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703FE,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703FF,83.3,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HF,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703HY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JF,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JJ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JN,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JQ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JX,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703JZ,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703LZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NB,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703ND,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NL,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NP,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NW,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703NY,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PD,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PE,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PG,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PH,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PN,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PS,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703PY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QE,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QH,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QJ,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QL,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QN,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QR,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QT,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QU,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QW,100,0,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QX,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QY,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703QZ,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703RA,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
S703RD,0,100,0,BARNSLEY,South Yorkshire,BARNSLEY
