URN,SchoolName,LocalAuthority,County,Postcode,Attainment8,Year,LSOA,District
108079,Pudsey Grammar School,Leeds,West Yorkshire,LS287ND,45.5,2023-2024,Leeds 079E,LEEDS
108075,Ralph Thoresby School,Leeds,West Yorkshire,LS167RX,40.7,2023-2024,Leeds 017A,LEEDS
138336,Rodillian Academy,Leeds,West Yorkshire,WF33PS,48,2023-2024,Leeds 105D,LEEDS
108076,Roundhay School,Leeds,West Yorkshire,LS81ND,56.3,2023-2024,Leeds 032B,LEEDS
140565,The Ruth Gorse Academy,Leeds,West Yorkshire,LS101HW,50.4,2023-2024,Leeds 112D,LEEDS
108120,"St John's Catholic Specialist School, Boston Spa",Leeds,West Yorkshire,LS236DF,1.1,2023-2024,Leeds 005B,LEEDS
139351,"St. Mary's Menston, a Catholic Voluntary Academy",Leeds,West Yorkshire,LS296AE,56.5,2023-2024,Leeds 008D,LEEDS
142630,Springwell Leeds Academy,Leeds,West Yorkshire,LS103JA,3.8,2023-2024,Leeds 092D,LEEDS
141883,Temple Learning Academy,Leeds,West Yorkshire,LS150NN,29.1,2023-2024,Leeds 072D,LEEDS
146247,Temple Moor High School,Leeds,West Yorkshire,LS150PT,46.3,2023-2024,Leeds 069C,LEEDS
142604,University Technical College Leeds,Leeds,West Yorkshire,LS101LA,45.1,2023-2024,Leeds 112D,LEEDS
134884,West Specialist Inclusive Learning Centre,Leeds,West Yorkshire,LS286HL,2.2,2023-2024,Leeds 052C,LEEDS
108088,Wetherby High School,Leeds,West Yorkshire,LS226JS,49.2,2023-2024,Leeds 002D,LEEDS
108114,Woodhouse Grove School,Leeds,West Yorkshire,BD100NR,17.8,2023-2024,Leeds 027C,LEEDS
137383,Woodkirk Academy,Leeds,West Yorkshire,WF31JQ,49.8,2023-2024,Leeds 106E,LEEDS
108300,Ackworth School,Wakefield,West Yorkshire,WF77LT,41.3,2023-2024,Wakefield 034D,WAKEFIELD
136613,Airedale Academy,Wakefield,West Yorkshire,WF103JU,34,2023-2024,Wakefield 003A,WAKEFIELD
139501,Carleton High School,Wakefield,West Yorkshire,WF83NW,47.4,2023-2024,Wakefield 023D,WAKEFIELD
136633,Castleford Academy,Wakefield,West Yorkshire,WF104JQ,48.6,2023-2024,Wakefield 002B,WAKEFIELD
137001,Crofton Academy,Wakefield,West Yorkshire,WF41NF,50,2023-2024,Wakefield 032A,WAKEFIELD
138006,De Lacy Academy,Wakefield,West Yorkshire,WF110BZ,44.5,2023-2024,Wakefield 010A,WAKEFIELD
131136,Denby Grange School,Wakefield,West Yorkshire,WF44JG,4.2,2023-2024,Wakefield 035D,WAKEFIELD
138593,The Featherstone Academy,Wakefield,West Yorkshire,WF75AJ,40.6,2023-2024,Wakefield 027A,WAKEFIELD
141860,Hall Cliffe School,Wakefield,West Yorkshire,WF46BB,7.1,2023-2024,Wakefield 029E,WAKEFIELD
131526,High Well School,Wakefield,West Yorkshire,WF82DD,2.9,2023-2024,Wakefield 018C,WAKEFIELD
138707,Horbury Academy,Wakefield,West Yorkshire,WF45HE,48.9,2023-2024,Wakefield 031C,WAKEFIELD
108271,Kettlethorpe High School,Wakefield,West Yorkshire,WF27EL,46.6,2023-2024,Wakefield 037C,WAKEFIELD
139500,The King's School,Wakefield,West Yorkshire,WF84JF,49,2023-2024,Wakefield 023C,WAKEFIELD
135216,Meadowcroft School,Wakefield,West Yorkshire,WF14AD,2.6,2023-2024,Wakefield 007D,WAKEFIELD
137011,Minsthorpe Community College,Wakefield,West Yorkshire,WF92UJ,41.8,2023-2024,Wakefield 043A,WAKEFIELD
136462,Ossett Academy and Sixth Form College,Wakefield,West Yorkshire,WF50DG,52.1,2023-2024,Wakefield 025A,WAKEFIELD
136394,Outwood Academy City Fields,Wakefield,West Yorkshire,WF14SF,38.6,2023-2024,Wakefield 020C,WAKEFIELD
145937,Outwood Academy Freeston,Wakefield,West Yorkshire,WF61HZ,42.9,2023-2024,Wakefield 013D,WAKEFIELD
145938,Outwood Academy Hemsworth,Wakefield,West Yorkshire,WF94AB,39.7,2023-2024,Wakefield 042A,WAKEFIELD
135961,Outwood Grange Academy,Wakefield,West Yorkshire,WF12PF,49.4,2023-2024,Wakefield 014B,WAKEFIELD
108306,Queen Elizabeth Grammar School,Wakefield,West Yorkshire,WF13QX,46.3,2023-2024,Wakefield 017B,WAKEFIELD
138950,"St Thomas à Becket Catholic Secondary School, A Voluntary Academy",Wakefield,West Yorkshire,WF26EQ,46.5,2023-2024,Wakefield 033B,WAKEFIELD
138951,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,Wakefield,West Yorkshire,WF76BD,47.7,2023-2024,Wakefield 024C,WAKEFIELD
108303,Silcoates School,Wakefield,West Yorkshire,WF20PD,36.8,2023-2024,Wakefield 014E,WAKEFIELD
145579,Trinity Academy Cathedral,Wakefield,West Yorkshire,WF28QF,47,2023-2024,Wakefield 028D,WAKEFIELD
108305,Wakefield Girls' High School,Wakefield,West Yorkshire,WF12QS,64.7,2023-2024,Wakefield 019B,WAKEFIELD
108307,Wakefield independent sch,Wakefield,West Yorkshire,WF41QG,43.8,2023-2024,Wakefield 032B,WAKEFIELD
