URN,SCHNAME,ATT8SCR
145486,Welcombe Hills School,NE
131504,The Amicus School,SUPP
132069,Apple Orchard School,SUPP
147546,Educate U,SUPP
126163,"Fordwater School, Chichester",SUPP
126130,Great Ballard School,SUPP
135814,Ingfield Manor School,SUPP
131139,Manor House School,SUPP
135111,My Choice School Arundel,NE
143400,New Barn School,SUPP
126161,Oak Grove College,NE
126160,"Queen Elizabeth II Silver Jubilee School, Horsham",NE
149217,Red Balloon Worthing Learner Centre,SUPP
126155,St Anthony's School,NE
135691,Seadown School,SUPP
135180,Springboard Education,SUPP
140277,Friars Academy,NE
147697,Progress Schools - Thrapston,NE
148756,Refocus,NE
144684,Wren Spinney Community School,NE
144377,Youth Works Community College,SUPP
140436,Billing Brook Special School,NE
142783,Daventry Hill School,NE
141726,Greenfields Specialist School for Communication,NE
135754,Progress Schools - Northamptonshire,SUPP
135785,St Andrew's College,SUPP
146250,James Rennie School,NE
112464,Mayfield School,NE
135555,Progress Schools - Carlisle,SUPP
145292,St Bees School,NE
148796,Cairn Education CIC,SUPP
134781,Cambian Whinfell School,SUPP
141993,George Hastwell School Special Academy,NE
112466,Sandside Lodge School,NE
147237,South Lakes Academy,SUPP
145402,SwitchED2,SUPP
