URN,SchoolName,LocalAuthority,County,Postcode,Attainment8,Year,LSOA,District
142630,Springwell Leeds Academy,Leeds,West Yorkshire,LS103JA,2.8,2022-2023,Leeds 092D,LEEDS
141883,Temple Learning Academy,Leeds,West Yorkshire,LS150NN,27.7,2022-2023,Leeds 072D,LEEDS
146247,Temple Moor High School,Leeds,West Yorkshire,LS150PT,47.3,2022-2023,Leeds 069C,LEEDS
142604,University Technical College Leeds,Leeds,West Yorkshire,LS101LA,42.6,2022-2023,Leeds 112D,LEEDS
134884,West Specialist Inclusive Learning Centre,Leeds,West Yorkshire,LS286HL,1.2,2022-2023,Leeds 052C,LEEDS
108088,Wetherby High School,Leeds,West Yorkshire,LS226JS,48.7,2022-2023,Leeds 002D,LEEDS
108114,Woodhouse Grove School,Leeds,West Yorkshire,BD100NR,16.3,2022-2023,Leeds 027C,LEEDS
137383,Woodkirk Academy,Leeds,West Yorkshire,WF31JQ,48.7,2022-2023,Leeds 106E,LEEDS
108300,Ackworth School,Wakefield,West Yorkshire,WF77LT,39.1,2022-2023,Wakefield 034D,WAKEFIELD
136613,Airedale Academy,Wakefield,West Yorkshire,WF103JU,33.2,2022-2023,Wakefield 003A,WAKEFIELD
139501,Carleton High School,Wakefield,West Yorkshire,WF83NW,47.3,2022-2023,Wakefield 023D,WAKEFIELD
136633,Castleford Academy,Wakefield,West Yorkshire,WF104JQ,49.3,2022-2023,Wakefield 002B,WAKEFIELD
137001,Crofton Academy,Wakefield,West Yorkshire,WF41NF,46,2022-2023,Wakefield 032A,WAKEFIELD
138006,De Lacy Academy,Wakefield,West Yorkshire,WF110BZ,44.1,2022-2023,Wakefield 010A,WAKEFIELD
131136,Denby Grange School,Wakefield,West Yorkshire,WF44JG,4.3,2022-2023,Wakefield 035D,WAKEFIELD
138593,The Featherstone Academy,Wakefield,West Yorkshire,WF75AJ,44,2022-2023,Wakefield 027A,WAKEFIELD
141860,Hall Cliffe School,Wakefield,West Yorkshire,WF46BB,9.6,2022-2023,Wakefield 029E,WAKEFIELD
131526,High Well School,Wakefield,West Yorkshire,WF82DD,6.2,2022-2023,Wakefield 018C,WAKEFIELD
108311,Highfield School,Wakefield,West Yorkshire,WF59BS,0.2,2022-2023,Wakefield 021A,WAKEFIELD
138707,Horbury Academy,Wakefield,West Yorkshire,WF45HE,49.8,2022-2023,Wakefield 031C,WAKEFIELD
108271,Kettlethorpe High School,Wakefield,West Yorkshire,WF27EL,50,2022-2023,Wakefield 037C,WAKEFIELD
139500,The King's School,Wakefield,West Yorkshire,WF84JF,51.4,2022-2023,Wakefield 023C,WAKEFIELD
135216,Meadowcroft School,Wakefield,West Yorkshire,WF14AD,0.9,2022-2023,Wakefield 007D,WAKEFIELD
137011,Minsthorpe Community College,Wakefield,West Yorkshire,WF92UJ,43.4,2022-2023,Wakefield 043A,WAKEFIELD
136462,Ossett Academy and Sixth Form College,Wakefield,West Yorkshire,WF50DG,50.1,2022-2023,Wakefield 025A,WAKEFIELD
136394,Outwood Academy City Fields,Wakefield,West Yorkshire,WF14SF,42.8,2022-2023,Wakefield 020C,WAKEFIELD
145937,Outwood Academy Freeston,Wakefield,West Yorkshire,WF61HZ,39.7,2022-2023,Wakefield 013D,WAKEFIELD
145938,Outwood Academy Hemsworth,Wakefield,West Yorkshire,WF94AB,39.7,2022-2023,Wakefield 042A,WAKEFIELD
135961,Outwood Grange Academy,Wakefield,West Yorkshire,WF12PF,49.4,2022-2023,Wakefield 014B,WAKEFIELD
108306,Queen Elizabeth Grammar School,Wakefield,West Yorkshire,WF13QX,47.5,2022-2023,Wakefield 017B,WAKEFIELD
138950,"St Thomas à Becket Catholic Secondary School, A Voluntary Academy",Wakefield,West Yorkshire,WF26EQ,44.1,2022-2023,Wakefield 033B,WAKEFIELD
138951,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,Wakefield,West Yorkshire,WF76BD,47,2022-2023,Wakefield 024C,WAKEFIELD
108303,Silcoates School,Wakefield,West Yorkshire,WF20PD,35.9,2022-2023,Wakefield 014E,WAKEFIELD
145579,Trinity Academy Cathedral,Wakefield,West Yorkshire,WF28QF,50.4,2022-2023,Wakefield 028D,WAKEFIELD
108305,Wakefield Girls' High School,Wakefield,West Yorkshire,WF12QS,67.7,2022-2023,Wakefield 019B,WAKEFIELD
